# BIOSIM pyloric voltage traces (reference)
# version=0.71
# gitSha=177226e63f6a6f92bce29107de5e730531d6239b
# noise=off
# durationMs=3000 dtSimMs=0.05 burnInMs=3000 sampleMs=2
t_ms,v_abpd,v_lp,v_py
2678,-61.795,-56.109,-67.749
2680,-61.715,-55.964,-67.591
2682,-61.636,-55.819,-67.433
2684,-61.558,-55.675,-67.274
2686,-61.482,-55.532,-67.114
2688,-61.407,-55.389,-66.954
2690,-61.334,-55.246,-66.793
2692,-61.262,-55.103,-66.632
2694,-61.192,-54.961,-66.47
2696,-61.123,-54.819,-66.308
2698,-61.056,-54.677,-66.145
2700,-60.991,-54.535,-65.982
2702,-60.927,-54.394,-65.819
2704,-60.865,-54.252,-65.655
2706,-60.805,-54.11,-65.49
2708,-60.747,-53.969,-65.326
2710,-60.69,-53.827,-65.161
2712,-60.636,-53.685,-64.996
2714,-60.583,-53.543,-64.831
2716,-60.533,-53.401,-64.666
2718,-60.484,-53.258,-64.5
2720,-60.438,-53.114,-64.334
2722,-60.393,-52.971,-64.169
2724,-60.351,-52.826,-64.003
2726,-60.311,-52.681,-63.837
2728,-60.273,-52.535,-63.671
2730,-60.238,-52.388,-63.506
2732,-60.205,-52.24,-63.34
2734,-60.174,-52.091,-63.174
2736,-60.146,-51.941,-63.009
2738,-60.12,-51.789,-62.844
2740,-60.097,-51.636,-62.679
2742,-60.076,-51.481,-62.514
2744,-60.058,-51.325,-62.35
2746,-60.043,-51.166,-62.186
2748,-60.03,-51.005,-62.022
2750,-60.02,-50.841,-61.858
2752,-60.014,-50.675,-61.695
2754,-60.01,-50.505,-61.532
2756,-60.011,-50.333,-61.37
2758,-60.017,-50.156,-61.208
2760,-60.026,-49.976,-61.047
2762,-60.038,-49.792,-60.887
2764,-60.054,-49.602,-60.726
2766,-60.073,-49.408,-60.567
2768,-60.097,-49.207,-60.408
2770,-60.124,-49,-60.25
2772,-60.155,-48.786,-60.092
2774,-60.191,-48.564,-59.935
2776,-60.23,-48.333,-59.779
2778,-60.275,-48.092,-59.623
2780,-60.325,-47.839,-59.469
2782,-60.379,-47.574,-59.315
2784,-60.439,-47.293,-59.162
2786,-60.505,-46.996,-59.01
2788,-60.577,-46.679,-58.858
2790,-60.656,-46.34,-58.708
2792,-60.743,-45.973,-58.558
2794,-60.837,-45.573,-58.409
2796,-60.94,-45.134,-58.261
2798,-61.053,-44.645,-58.115
2800,-61.177,-44.091,-57.969
2802,-61.315,-43.452,-57.824
2804,-61.469,-42.691,-57.68
2806,-61.644,-41.744,-57.537
2808,-61.848,-40.468,-57.395
2810,-62.106,-38.419,-57.254
2812,-64.32,47.82,-57.114
2814,-66.15,-47.747,-56.979
2816,-67.28,-48.314,-56.846
2818,-67.984,-41.877,-56.713
2820,-68.505,34.954,-56.58
2822,-68.842,-48.218,-56.448
2824,-69.043,-47,-56.317
2826,-69.176,-37.217,-56.185
2828,-69.28,-32.301,-56.055
2830,-69.338,-46.687,-55.925
2832,-69.368,-39.737,-55.796
2834,-69.404,25.284,-55.668
2836,-69.421,-45.042,-55.541
2838,-69.424,-40.105,-55.414
2840,-69.439,22.063,-55.288
2842,-69.444,-43.607,-55.164
2844,-69.444,-38.957,-55.04
2846,-69.449,-20.161,-54.917
2848,-69.45,-42.514,-54.795
2850,-69.448,-36.855,-54.674
2852,-69.451,-35.806,-54.554
2854,-69.451,-41.907,-54.435
2856,-69.447,-34.32,-54.317
2858,-69.45,-41.996,-54.2
2860,-69.45,-41.987,-54.084
2862,-69.445,-31.791,-53.969
2864,-69.448,-43.097,-53.856
2866,-69.447,-41.902,-53.743
2868,-69.442,-30.351,-53.631
2870,-69.445,-45.588,-53.521
2872,-69.444,-43.708,-53.411
2874,-69.437,-33.131,-53.302
2876,-69.442,-49.724,-53.195
2878,-69.441,-49.336,-53.088
2880,-69.435,-40.211,-52.983
2882,-69.434,33.698,-52.878
2884,-69.437,-54.836,-52.774
2886,-69.436,-52.258,-52.672
2888,-69.427,-43.712,-52.569
2890,-69.42,38.953,-52.468
2892,-69.429,-58.7,-52.368
2894,-69.43,-59.035,-52.268
2896,-69.426,-53.557,-52.17
2898,-69.414,-45.917,-52.071
2900,-69.397,41.587,-51.973
2902,-69.414,28.696,-51.876
2904,-69.419,-61.347,-51.781
2906,-69.419,-59.2,-51.685
2908,-69.412,-53.348,-51.59
2910,-69.398,-46.568,-51.495
2912,-69.378,41.989,-51.4
2914,-69.391,42.63,-51.305
2916,-69.406,-62.308,-51.212
2918,-69.407,-61.876,-51.12
2920,-69.405,-57.13,-51.027
2922,-69.394,-51.509,-50.934
2924,-69.377,-45.551,-50.84
2926,-69.356,-39.956,-50.747
2928,-69.365,42.836,-50.653
2930,-69.388,-62.411,-50.56
2932,-69.393,-62.461,-50.468
2934,-69.393,-58.569,-50.375
2936,-69.386,-53.592,-50.281
2938,-69.372,-48.301,-50.187
2940,-69.352,-43.33,-50.092
2942,-69.329,-38.961,-49.996
2944,-69.34,42.569,-49.898
2946,-69.37,-62.026,-49.802
2948,-69.379,-62.079,-49.706
2950,-69.38,-58.299,-49.608
2952,-69.375,-53.565,-49.508
2954,-69.362,-48.67,-49.407
2956,-69.343,-44.172,-49.304
2958,-69.32,-40.408,-49.199
2960,-69.296,-36.878,-49.092
2962,-69.331,41.884,-48.983
2964,-69.359,-61.425,-48.874
2966,-69.366,-60.577,-48.762
2968,-69.366,-56.208,-48.648
2970,-69.36,-51.514,-48.529
2972,-69.346,-46.959,-48.407
2974,-69.327,-43.033,-48.281
2976,-69.304,-39.862,-48.151
2978,-69.279,-36.988,-48.015
2980,-69.303,41.033,-47.873
2982,-69.341,-60.738,-47.728
2984,-69.354,-60.6,-47.576
2986,-69.355,-56.442,-47.416
2988,-69.352,-51.85,-47.247
2990,-69.34,-47.416,-47.066
2992,-69.322,-43.612,-46.872
2994,-69.3,-40.61,-46.664
2996,-69.275,-38.198,-46.437
2998,-69.249,-35.844,-46.188
