# BIOSIM pyloric voltage traces (collapsed)
# version=0.73
# gitSha=5dcaadecf2e6e01560d2b5bb3bc66e84f166c1be
# noise=off
# durationMs=3000 dtSimMs=0.05 burnInMs=3000 sampleMs=2
# collapse=abpd.gNa logfactor=-3
# collapsed=true collapsedCells=ABPD
# cell ABPD: period=null spikes=0 silent
# cell LP: period=991 spikes=61 oscillating
# cell PY: period=992 spikes=13 oscillating
t_ms,v_abpd,v_lp,v_py
2364,-74.244,-58.085,-70.622
2366,-74.175,-57.93,-70.482
2368,-74.099,-57.776,-70.341
2370,-74.016,-57.622,-70.199
2372,-73.926,-57.468,-70.056
2374,-73.83,-57.315,-69.912
2376,-73.729,-57.163,-69.767
2378,-73.623,-57.012,-69.621
2380,-73.511,-56.861,-69.474
2382,-73.396,-56.71,-69.325
2384,-73.276,-56.56,-69.176
2386,-73.153,-56.411,-69.026
2388,-73.026,-56.262,-68.876
2390,-72.896,-56.114,-68.724
2392,-72.762,-55.966,-68.571
2394,-72.626,-55.819,-68.418
2396,-72.488,-55.672,-68.264
2398,-72.346,-55.526,-68.109
2400,-72.203,-55.38,-67.953
2402,-72.057,-55.234,-67.797
2404,-71.91,-55.089,-67.639
2406,-71.761,-54.943,-67.482
2408,-71.61,-54.799,-67.323
2410,-71.458,-54.654,-67.164
2412,-71.305,-54.509,-67.004
2414,-71.15,-54.365,-66.844
2416,-70.995,-54.221,-66.683
2418,-70.839,-54.076,-66.521
2420,-70.682,-53.932,-66.36
2422,-70.525,-53.787,-66.197
2424,-70.367,-53.642,-66.034
2426,-70.209,-53.497,-65.871
2428,-70.051,-53.352,-65.708
2430,-69.893,-53.206,-65.544
2432,-69.736,-53.06,-65.379
2434,-69.578,-52.913,-65.215
2436,-69.421,-52.766,-65.05
2438,-69.265,-52.618,-64.885
2440,-69.109,-52.468,-64.72
2442,-68.954,-52.318,-64.554
2444,-68.8,-52.167,-64.389
2446,-68.647,-52.015,-64.223
2448,-68.496,-51.861,-64.057
2450,-68.345,-51.706,-63.891
2452,-68.196,-51.55,-63.726
2454,-68.049,-51.391,-63.56
2456,-67.903,-51.231,-63.394
2458,-67.76,-51.068,-63.229
2460,-67.618,-50.903,-63.063
2462,-67.478,-50.735,-62.898
2464,-67.34,-50.565,-62.732
2466,-67.205,-50.391,-62.567
2468,-67.072,-50.214,-62.403
2470,-66.942,-50.033,-62.238
2472,-66.814,-49.848,-62.074
2474,-66.69,-49.658,-61.91
2476,-66.568,-49.464,-61.747
2478,-66.449,-49.264,-61.584
2480,-66.334,-49.057,-61.422
2482,-66.222,-48.844,-61.26
2484,-66.114,-48.623,-61.098
2486,-66.009,-48.394,-60.937
2488,-65.908,-48.156,-60.777
2490,-65.812,-47.907,-60.617
2492,-65.72,-47.645,-60.458
2494,-65.632,-47.371,-60.299
2496,-65.549,-47.08,-60.142
2498,-65.471,-46.772,-59.985
2500,-65.399,-46.442,-59.829
2502,-65.332,-46.088,-59.673
2504,-65.272,-45.705,-59.519
2506,-65.218,-45.286,-59.365
2508,-65.171,-44.823,-59.212
2510,-65.132,-44.304,-59.06
2512,-65.102,-43.712,-58.91
2514,-65.082,-43.02,-58.76
2516,-65.078,-42.18,-58.611
2518,-65.1,-41.1,-58.463
2520,-65.149,-39.54,-58.316
2522,-65.731,47.782,-58.171
2524,-67.072,44.984,-58.028
2526,-67.905,-48.714,-57.889
2528,-68.414,-46.162,-57.751
2530,-68.753,-37.495,-57.613
2532,-69.002,-24.3,-57.476
2534,-69.15,-48.705,-57.341
2536,-69.233,-43.11,-57.206
2538,-69.303,-30.631,-57.072
2540,-69.35,-47.283,-56.939
2542,-69.369,-46.148,-56.808
2544,-69.384,-35.721,-56.677
2546,-69.402,-44.539,-56.547
2548,-69.405,-45.842,-56.418
2550,-69.404,-37.08,-56.291
2552,-69.413,-36.858,-56.164
2554,-69.414,-44.748,-56.039
2556,-69.411,-37.112,-55.915
2558,-69.414,-36.565,-55.792
2560,-69.414,-44.189,-55.67
2562,-69.41,-36.649,-55.549
2564,-69.411,-40.047,-55.43
2566,-69.412,-44.369,-55.312
2568,-69.407,-36.558,-55.195
2570,-69.408,-41.687,-55.079
2572,-69.408,-45.587,-54.965
2574,-69.403,-37.917,-54.852
2576,-69.403,-29.891,-54.739
2578,-69.404,-48.087,-54.629
2580,-69.4,-42.026,-54.519
2582,-69.396,30.372,-54.411
2584,-69.399,-51.843,-54.304
2586,-69.398,-50.062,-54.199
2588,-69.39,-40.768,-54.094
2590,-69.389,35.613,-53.99
2592,-69.393,-55.98,-53.889
2594,-69.392,-54.026,-53.788
2596,-69.383,-45.826,-53.688
2598,-69.369,39.468,-53.589
2600,-69.382,-36.252,-53.491
2602,-69.384,-59.187,-53.396
2604,-69.382,-55.411,-53.3
2606,-69.372,-48.082,-53.206
2608,-69.354,41.468,-53.113
2610,-69.364,40.525,-53.02
2612,-69.373,-61.072,-52.929
2614,-69.373,-60.21,-52.84
2616,-69.368,-54.561,-52.751
2618,-69.355,-47.806,-52.662
2620,-69.335,-40.737,-52.574
2622,-69.342,42.393,-52.487
2624,-69.359,-62.003,-52.402
2626,-69.361,-61.96,-52.318
2628,-69.359,-57.361,-52.234
2630,-69.349,-51.64,-52.151
2632,-69.331,-45.476,-52.068
2634,-69.309,-39.578,-51.986
2636,-69.323,42.769,-51.904
2638,-69.344,-62.31,-51.824
2640,-69.348,-62.161,-51.745
2642,-69.347,-57.777,-51.666
2644,-69.338,-52.579,-51.587
2646,-69.321,-47.09,-51.508
2648,-69.299,-41.984,-51.43
2650,-69.274,42.672,-51.351
2652,-69.312,37.97,-51.274
2654,-69.332,-62.165,-51.198
2656,-69.334,-60.808,-51.122
2658,-69.333,-56.281,-51.046
2660,-69.323,-51.294,-50.97
2662,-69.305,-46.329,-50.894
2664,-69.283,-41.943,-50.818
2666,-69.257,-38.062,-50.741
2668,-69.279,42.244,-50.664
2670,-69.312,-61.755,-50.59
2672,-69.321,-61.603,-50.515
2674,-69.321,-57.449,-50.44
2676,-69.316,-52.736,-50.365
2678,-69.302,-47.979,-50.288
2680,-69.281,-43.707,-50.212
2682,-69.257,-40.164,-50.134
2684,-69.23,-36.817,-50.056
2686,-69.269,41.758,-49.978
2688,-69.301,-61.312,-49.901
2690,-69.31,-60.541,-49.824
2692,-69.31,-56.212,-49.746
2694,-69.304,-51.568,-49.666
2696,-69.289,-47.062,-49.586
2698,-69.268,-43.165,-49.504
2700,-69.244,-40.003,-49.421
2702,-69.217,-37.141,-49.336
2704,-69.241,41.254,-49.251
2706,-69.283,-60.936,-49.166
2708,-69.298,-60.876,-49.08
2710,-69.299,-56.851,-48.992
2712,-69.297,-52.312,-48.902
2714,-69.284,-47.877,-48.809
2716,-69.265,-44.004,-48.715
2718,-69.241,-40.896,-48.617
2720,-69.214,-38.34,-48.517
2722,-69.186,39.585,-48.414
2724,-69.243,40.56,-48.308
2726,-69.278,-60.489,-48.201
2728,-69.289,-59.267,-48.09
2730,-69.289,-54.91,-47.975
2732,-69.284,-50.439,-47.854
2734,-69.269,-46.307,-47.728
2736,-69.249,-42.885,-47.596
2738,-69.224,-40.216,-47.456
2740,-69.196,-38.066,-47.309
2742,-69.168,-36.03,-47.152
2744,-69.194,39.059,-46.986
2746,-69.248,-59.441,-46.81
2748,-69.272,-59.464,-46.621
2750,-69.276,-55.69,-46.415
2752,-69.275,-51.246,-46.188
2754,-69.265,-47.103,-45.937
2756,-69.248,-43.66,-45.654
2758,-69.225,-41.037,-45.33
2760,-69.199,-39.113,-44.952
2762,-69.17,-37.8,-44.498
2764,-69.142,-37.676,-43.928
2766,-69.113,-38.89,-43.166
2768,-69.084,-40.302,-42.018
2770,-69.054,-50.154,49.767
2772,-69.022,-60.353,49.314
2774,-68.988,-61.998,-50.775
2776,-68.95,-63.113,-51.259
2778,-68.91,-64.158,-48.917
2780,-68.867,-65.149,-46.235
2782,-68.822,-66.069,-44.029
2784,-68.774,-66.905,-42.238
2786,-68.725,-67.645,-40.53
2788,-68.674,-68.593,47.246
2790,-68.62,-69.184,36.62
2792,-68.565,-69.517,-55.515
2794,-68.508,-69.757,-54.564
2796,-68.449,-69.94,-51.118
2798,-68.388,-70.076,-48.177
2800,-68.326,-70.175,-45.853
2802,-68.261,-70.245,-44.051
2804,-68.194,-70.291,-42.535
2806,-68.126,-70.319,-40.932
2808,-68.055,-70.327,48.074
2810,-67.983,-70.263,38.78
2812,-67.908,-70.226,-57.591
2814,-67.832,-70.215,-56.785
2816,-67.753,-70.206,-53.216
2818,-67.673,-70.194,-50.127
2820,-67.59,-70.179,-47.686
2822,-67.506,-70.161,-45.879
2824,-67.42,-70.142,-44.56
2826,-67.331,-70.12,-43.535
2828,-67.241,-70.097,-42.608
2830,-67.149,-70.071,-41.562
2832,-67.055,-70.045,-39.933
2834,-66.959,-70.017,48.638
2836,-66.861,-69.989,-50.688
2838,-66.761,-69.97,-58.281
2840,-66.659,-69.951,-55.846
2842,-66.555,-69.931,-52.471
2844,-66.45,-69.91,-49.708
2846,-66.342,-69.888,-47.664
2848,-66.233,-69.865,-46.285
2850,-66.122,-69.841,-45.425
2852,-66.01,-69.816,-44.926
2854,-65.896,-69.79,-44.653
2856,-65.78,-69.763,-44.507
2858,-65.662,-69.735,-44.421
2860,-65.543,-69.706,-44.358
2862,-65.422,-69.676,-44.3
2864,-65.3,-69.645,-44.241
2866,-65.176,-69.614,-44.184
2868,-65.051,-69.581,-44.136
2870,-64.925,-69.547,-44.106
2872,-64.797,-69.512,-44.138
2874,-64.667,-69.477,-44.218
2876,-64.537,-69.441,-44.352
2878,-64.405,-69.403,-44.545
2880,-64.272,-69.365,-44.801
2882,-64.139,-69.326,-45.12
2884,-64.003,-69.286,-45.498
2886,-63.867,-69.244,-45.928
2888,-63.73,-69.202,-46.402
2890,-63.592,-69.157,-46.91
2892,-63.454,-69.111,-47.443
2894,-63.314,-69.064,-47.993
2896,-63.173,-69.015,-48.551
2898,-63.032,-68.963,-49.112
2900,-62.89,-68.91,-49.671
2902,-62.747,-68.854,-50.225
2904,-62.604,-68.796,-50.769
2906,-62.46,-68.736,-51.302
2908,-62.316,-68.674,-51.822
2910,-62.171,-68.609,-52.327
2912,-62.025,-68.542,-52.817
2914,-61.88,-68.472,-53.291
2916,-61.733,-68.4,-53.748
2918,-61.587,-68.325,-54.187
2920,-61.44,-68.247,-54.609
2922,-61.293,-68.166,-55.012
2924,-61.145,-68.083,-55.398
2926,-60.998,-67.997,-55.765
2928,-60.85,-67.908,-56.113
2930,-60.702,-67.816,-56.444
2932,-60.554,-67.721,-56.756
2934,-60.406,-67.624,-57.05
2936,-60.257,-67.523,-57.326
2938,-60.109,-67.419,-57.584
2940,-59.96,-67.313,-57.825
2942,-59.812,-67.203,-58.049
2944,-59.663,-67.091,-58.256
2946,-59.514,-66.975,-58.447
2948,-59.366,-66.857,-58.622
2950,-59.217,-66.735,-58.782
2952,-59.068,-66.611,-58.928
2954,-58.92,-66.484,-59.059
2956,-58.771,-66.354,-59.176
2958,-58.623,-66.221,-59.281
2960,-58.474,-66.086,-59.373
2962,-58.325,-65.948,-59.453
2964,-58.177,-65.807,-59.522
2966,-58.028,-65.664,-59.58
2968,-57.88,-65.518,-59.628
2970,-57.731,-65.37,-59.667
2972,-57.582,-65.22,-59.697
2974,-57.433,-65.068,-59.718
2976,-57.285,-64.913,-59.732
2978,-57.136,-64.757,-59.738
2980,-56.986,-64.599,-59.739
2982,-56.837,-64.439,-59.738
2984,-56.688,-64.278,-59.731
2986,-56.538,-64.116,-59.718
2988,-56.388,-63.952,-59.7
2990,-56.238,-63.787,-59.677
2992,-56.087,-63.621,-59.65
2994,-55.936,-63.455,-59.618
2996,-55.784,-63.288,-59.583
2998,-55.632,-63.121,-59.545
